UW,CH,IFA,SLA,SH,PWPR,RFN,FS
20.61277198,43.11554159,30.23896832,43.36893198,39.77545126,0.757131151,3,3
22.7096718,42.2560428,35.79224468,56.21866903,7.72302026,0.161623131,0,3
19.93795596,22.22708936,34.42363107,55.92179938,36.74223748,0.648596891,2,2.486646865
20.22732829,31.51034312,30.5390439,45.98132873,22.05230053,0.148175547,2,3
19.27541018,37.43673424,34.93031735,12.40365563,6.871823122,0.869456122,2,3
15.25419127,15.85430486,43.68119692,53.61321687,43.40613143,0.065949799,0,2.472363315
16.07891427,12.56634887,24.82234359,42.88893035,26.94748384,0.98704667,1,1.161633701
15.31429186,48.74431969,42.64430239,25.52171266,31.96935363,0.400626666,1,3
21.36410411,32.79007909,21.33638785,19.36251809,37.94138112,0.170629354,2,3
18.14355981,49.16370748,27.70973032,15.81019315,34.47834949,0.935674984,0,3
20.08570691,20.19901942,27.20363122,12.51184496,37.88855919,0.045425986,3,2.778858207
24.07566474,36.6364265,35.6591277,47.7051624,39.30267581,0.470105635,3,3
17.49292229,15.01716364,23.28062379,21.79214995,31.51181888,0.770227128,2,1.674702094
19.10382923,16.75400771,42.0586903,11.2126468,21.45370239,0.316750475,0,2.806855408
22.55551139,28.03559546,40.71378521,29.86353259,15.94139674,0.52883467,3,3
17.28798165,19.38281565,36.30164549,34.13035403,45.63064565,0.700413016,3,2.456826366
15.7697991,12.54297037,31.46034579,18.46151155,48.64661801,0.951976421,3,1.642371904
17.89751453,16.82963159,43.32390105,12.20241681,21.09482398,0.102702639,1,2.953717706
16.61221287,6.608677751,40.76866387,19.45627415,10.05398281,0.157226704,1,1.746647144
24.29697652,36.69906297,32.4828787,43.95513809,15.01417972,0.508870895,3,3
23.0812038,27.14524957,37.54683386,14.11218386,35.18003057,0.418474961,0,3
21.33403757,9.240937988,34.1732488,37.75185153,12.78200165,0.410796161,3,1.480285497
23.7146059,12.72622969,34.69855596,17.3205994,40.10550229,0.296961503,3,2.107554756
23.03672077,9.614054215,28.27440174,19.78445868,46.53636079,0.560684799,1,1.425698493
16.86570059,32.56667637,31.55211512,29.65389416,48.36431818,0.883288336,0,3
23.92558998,9.239466363,21.95303577,15.0412668,5.419647769,0.160924341,2,1.424839657
20.39342242,38.94270499,28.93371729,18.66017514,48.11693742,0.215286329,0,3
23.07440155,5.922991369,37.39571288,27.44762057,38.30874886,0.670823498,0,1.228934945
23.960913,16.22191046,43.83040076,26.48345027,8.782260452,0.056197654,1,2.790271075
18.18003475,45.08000042,44.07660282,47.46357428,23.6858211,0.6737642,0,3
16.10051925,37.33390932,33.89307173,13.73911526,36.50204636,0.314456151,1,3
17.27935163,8.283574982,35.1655563,53.02253678,48.05084717,0.357853931,0,1.291390374
19.27107789,41.9506747,24.64302964,50.81160854,12.38636271,0.405549374,1,3
23.18014766,27.18658047,37.3827027,48.29958198,10.74799769,0.349587561,0,3
23.60730583,43.10523622,21.76646982,25.46861812,26.2556174,0.841209621,0,3
15.06952131,32.03328985,27.11714214,51.14408928,48.56445022,0.946068457,0,3
20.10747303,35.68248644,36.70908368,19.14010401,48.71206469,0.548011475,0,3
19.17411003,49.70757022,27.75775329,16.22046029,15.25616335,0.581878499,2,3
17.2210781,15.45509957,21.24617185,12.24781667,19.37062166,0.070483108,2,2.095995964
16.19865367,33.07755086,40.79676023,56.96551815,45.86143935,0.713191928,1,3
18.37615171,25.71446255,27.75825018,25.40054489,38.06786709,0.584098873,2,2.950666376
24.42909704,6.775337882,21.57763062,55.88089401,48.75423929,0.050394524,3,0.81278194
18.23202932,5.651178868,21.86970411,23.63067808,45.19167634,0.198425667,2,0.95858841
20.18790622,10.365286,26.29396997,55.37829797,14.67932226,0.20194342,1,1.258239576
22.03018959,34.20912832,24.45039868,55.19645264,39.18770867,0.170967952,3,3
18.63629602,30.52233896,39.35750294,56.18380225,7.18543542,0.658645955,2,3
24.71782083,29.90433025,28.04210117,34.80767196,41.80247504,0.928439615,3,3
24.62447295,6.433554314,40.11739463,53.29731434,32.07005431,0.762975325,3,1.066141113
17.51782296,26.11863484,24.34614995,57.53829481,48.02454332,0.477373485,3,2.609332124
19.97248506,46.6080268,32.32197949,26.23084709,48.2014605,0.404051298,1,3
18.0087831,22.89163412,37.20092834,30.94372028,7.286679906,0.386458105,2,3
17.84840494,33.12151114,36.29977135,45.96200937,12.22346685,0.601246958,1,3
15.36886947,40.0918404,35.02823525,25.01799109,26.78931713,0.359220659,1,3
21.09564334,40.27663756,43.12054005,47.69046545,44.57720862,0.226121971,2,3
20.02679023,28.36760371,25.71312869,13.69460726,41.6500314,0.602842907,1,3
15.51478751,43.60783754,32.34298011,36.17491921,48.39665119,0.390705413,0,3
17.78646464,22.6120142,42.09981375,16.1156742,32.81378527,0.014124829,2,3
24.08265886,44.99119467,21.94734414,24.66617382,16.54535838,0.022231114,0,3
17.39561891,15.81022249,21.39720671,22.93126962,6.129798778,0.274136611,2,1.927881471
16.44894872,17.60973831,25.83255719,51.94660368,15.03169208,0.5124222,2,1.846381935
19.8945276,7.390428089,35.82553049,19.67586277,35.38729391,0.354239508,1,1.559348777
24.85650454,40.80118264,26.49699066,50.42239601,46.68236705,0.024055152,1,3
17.42055272,23.76748563,24.7559971,49.6980173,19.44066503,0.223151764,1,2.593392411
21.72135547,15.31024763,31.47005788,34.94415278,44.40669486,0.096419309,3,2.18237551
22.61619615,15.43056249,35.33995172,21.69216278,22.77042118,0.948632001,2,2.029817011
17.37637544,45.56299736,26.21394268,21.344817,18.87220622,0.312834076,3,3
22.28216349,42.52624702,27.51727967,33.24623236,27.89799093,0.014766372,1,3
18.67783133,29.90888984,35.33898262,10.44045037,24.90230716,0.660563252,0,3
21.32305831,32.72498602,43.64346055,36.56753773,46.12099408,0.232447941,0,3
21.33529711,26.34465067,36.86854319,57.63897629,26.07156263,0.566736255,2,3
20.35774684,22.62499443,39.57260359,17.73534409,17.48009243,0.150745455,3,3
15.9028977,46.19645965,29.17025237,38.66728107,42.91545099,0.984013235,2,3
23.35302496,10.65257166,26.80635898,58.08893443,49.94372802,0.970259187,1,0.892783528
18.20780065,23.83010554,31.35669358,53.02610697,34.16771386,0.655983352,3,2.569980927
16.8651851,20.50528586,40.17832072,52.51900582,16.2707616,0.707202622,0,2.511014574
15.40775142,27.41678241,31.40749104,51.09249652,15.74667847,0.425878891,1,3
20.90892943,25.59343435,41.16813522,25.4511803,7.59680133,0.962179345,1,3
21.77564362,28.35002892,44.71929952,54.53084156,8.478186733,0.42373962,1,3
15.16587829,11.29635398,21.80066664,57.06701756,46.17423928,0.239467997,3,1.165920111
20.12093058,28.09136757,21.1352539,34.78962116,9.341919817,0.11537861,1,3
17.26495775,15.90884662,23.73974257,27.72855236,26.79547317,0.2081253,0,2.000861241
21.4517279,13.2949107,29.60924189,30.71145078,36.41548009,0.572213504,1,1.72324454
16.74366429,7.917539845,23.27605523,26.71032209,43.26596522,0.245091718,3,1.177973412
21.90937738,39.31936514,41.76661194,20.6209221,12.70719276,0.654249428,3,3
18.86735346,24.23488644,20.57865628,40.92242351,24.70004056,0.38218452,0,2.509127358
24.36729989,33.19896575,27.89481791,38.12984431,16.31660878,0.886872905,3,3
16.37520944,37.74170045,24.61736574,33.12925355,16.51203905,0.558478067,0,3
18.41066351,35.56924994,43.28848325,14.79226933,18.67276884,0.622604053,2,3
16.13473521,26.17253236,36.73702512,49.84464824,31.42022965,0.556559803,1,3
24.24693618,22.4554338,42.80075641,18.74667814,5.745986226,0.885568774,2,3
23.77339353,21.91819593,44.30821776,15.72810217,23.39448288,0.063419568,2,3
17.57941628,33.80219586,32.42745609,41.15356977,13.40735609,0.067348707,2,3
21.59984046,27.26574597,25.8579777,29.93221806,48.52033288,0.701740245,0,2.938314884
23.172222,43.21095116,24.84321965,12.99042377,31.22281217,0.767963902,1,3
20.55200812,44.36158929,25.57297154,27.77841775,44.0642961,0.433589418,2,3
20.29650578,12.67521701,37.71483269,48.58901761,13.8060494,0.352305208,0,1.862640011
17.41852291,11.13051432,21.0111432,40.76246026,41.45070647,0.277945066,3,1.266825736
15.93102768,33.36804167,21.28402683,28.13930115,23.66521076,0.234394886,2,3
23.97215758,18.55515866,35.20357356,19.59023958,12.996261,0.91195859,0,2.377086628
24.00418057,5.835682344,36.05142867,41.58978104,39.25603411,0.295139546,0,1.22181494
21.33101457,44.98892012,36.63157311,54.37776505,39.29049939,0.648078796,0,3
18.39029791,15.21053453,29.29701261,42.3136359,49.81495581,0.78709478,0,1.680936791
18.49209575,46.81762933,40.14862222,50.64519273,40.14217678,0.021966578,1,3
22.25955679,37.28455029,33.34061469,36.07639193,11.53702616,0.03387415,3,3
23.9711026,39.31940705,22.63664075,45.89855534,19.51451338,0.333137405,0,3
23.87086424,14.06576731,39.92748268,54.81133869,25.32771128,0.696015744,2,1.841371561
22.79875546,15.53874915,43.82669466,48.65894891,10.69937626,0.260798635,3,2.39777593
21.42031646,28.45704892,21.50090783,55.49269767,40.46175385,0.00148329,1,3
15.84139965,12.74449337,29.78378347,31.55698011,28.70143421,0.2881479,2,1.807598368
16.61628714,18.74442617,32.18790112,55.21101276,47.50023061,0.090130817,3,2.350197119
23.98554189,19.46581151,23.661769,41.07836172,31.5188665,0.219413306,3,2.214816514
21.0642906,12.183347,41.69272369,53.5024383,28.53045877,0.333190001,1,1.906472773
15.09197052,14.2332275,27.10374112,11.96882652,8.214131882,0.128057355,2,2.143063845
16.01471543,40.48483289,39.5752135,42.8926191,11.72056572,0.706364727,2,3
21.63501769,12.52381345,36.77486205,52.39875394,43.22867345,0.255920232,0,1.826262425
15.05061584,6.280582633,34.95114556,18.71010168,49.580419,0.661094799,3,1.275448032
16.60808051,33.32097242,24.80357122,43.08934667,23.68306112,0.599032853,2,3
20.48733789,48.91924037,25.51758801,51.24773571,41.45387377,0.898045488,1,3
21.91895198,19.90462166,21.18371012,24.39746848,33.24135948,0.087933172,2,2.408644565
21.5196126,10.33950664,26.01781074,30.2623164,48.15766732,0.214608111,0,1.491283803
17.24269309,30.66742964,28.63609024,38.47588592,15.71617559,0.865178429,3,3
22.12179221,45.7859395,40.8286326,35.95838444,29.51760844,0.822131456,0,3
17.37249087,40.28278009,29.15981667,11.95946965,23.39581183,0.192105557,1,3
18.25399698,33.01321408,38.86554457,14.9336049,29.37721892,0.107736012,2,3
22.46491405,19.17754235,30.98605703,15.02332897,17.09861375,0.856241465,0,2.372268781
21.49632899,29.3846078,39.6217078,23.11339527,27.39857732,0.178138057,1,3
23.4922341,9.106017859,44.40679001,22.29320564,33.1161866,0.871109706,1,1.73234121
21.57612892,35.55254409,25.99603895,47.11111919,8.65471478,0.961114699,0,3
20.68308603,37.62932085,41.5585403,38.6372193,38.43442647,0.220806639,1,3
15.93674768,48.42642303,35.54560216,48.19880423,36.79353334,0.8403876,2,3
18.67715803,16.71788114,40.43235654,13.49480287,44.62059207,0.42383109,2,2.672669759
17.65202368,5.830538857,36.28964756,34.26071187,24.16354483,0.788778425,2,1.055712473
17.43989643,29.5523809,30.59873768,26.18877896,7.775110968,0.407395541,1,3
24.73010555,36.8055727,25.70187349,52.49696554,25.76575081,0.070395599,1,3
18.93097725,40.56833641,21.75088063,45.38945785,11.19241274,0.712695273,2,3
23.92046555,13.71825199,33.38795911,53.46292354,34.13510661,0.15068864,2,1.874783614
21.31138626,16.77887911,44.75815236,12.32135612,7.120918586,0.927025089,3,2.583100217
22.94811304,28.06659164,38.45104513,46.04117448,21.82983828,0.417746283,0,3
20.02637093,19.87703645,28.18363853,37.00041761,8.727930432,0.082000148,2,2.516154013
20.76903885,43.7230169,40.68012,51.25000145,5.151489533,0.228480015,1,3
19.92517694,26.31920692,39.2246,35.35802955,48.22507508,0.862517617,0,3
16.95242988,40.98103898,27.04089483,37.0104539,49.82573066,0.32108547,1,3
22.22452115,31.12788922,20.35768724,12.58836905,29.99763282,0.856327995,1,3
17.80772362,39.78905637,22.95406596,43.42614325,15.75301325,0.172286738,3,3
15.24315966,19.97028439,41.93265476,23.65699378,45.99945666,0.468218124,2,2.924104598
21.45472296,42.41374799,40.91407588,10.98469611,46.53664687,0.878259492,3,3
16.77110679,17.3557542,27.38022502,13.32185813,43.4529001,0.048404832,0,2.49082859
24.40458584,29.57444636,27.12988566,57.86428045,29.49664931,0.304277183,1,3
24.53928577,14.63032009,39.82162468,27.30386448,8.36159724,0.909851589,1,2.062455059
24.1486439,26.39869347,43.44343675,53.40378143,8.979751739,0.596526328,2,3
18.701587,19.31788443,39.47843142,57.9838617,45.34789045,0.716232131,1,2.309781474
15.15456617,17.00165438,35.13946693,57.16335944,44.41220814,0.842128439,1,1.878783188
24.28318563,48.51432581,26.06678376,54.08626203,24.54787621,0.523596426,3,3
19.28184148,12.20333475,33.14369785,54.74219562,19.76695788,0.845365901,2,1.355018496
24.66654819,40.42966269,25.83779646,24.45040222,33.98557641,0.638764571,2,3
24.63619977,49.28742318,40.2002855,17.57349451,41.31445767,0.685650451,2,3
23.53009455,5.895566768,29.67402699,41.9631281,37.92582239,0.152854455,1,1.082632401
17.94448892,36.45623363,40.84243042,34.40527959,32.70213221,0.939018829,3,3
18.85097729,16.38103125,29.54023045,14.93733593,15.417997,0.79608435,0,2.075361939
23.51136672,6.821952095,40.60373513,43.8770658,16.81271911,0.254195996,1,1.469784391
18.16922005,23.13003105,28.33294538,38.14300037,37.58303666,0.579994666,3,2.586007281
16.69492747,47.08480146,31.00331762,53.15337004,41.11789336,0.376465905,0,3
20.56801262,5.529429247,35.38721048,40.45918978,10.22608346,0.660401999,1,0.99772371
24.36154774,31.45485614,21.75719035,38.69730899,13.42836715,0.993746843,1,2.986878781
21.96029797,27.56284154,43.70517655,32.03758617,35.6211618,0.045746397,0,3
20.7006117,44.3022874,34.34014465,33.13935349,22.50439644,0.952523638,1,3
15.97176494,8.780077153,32.69550037,57.71906135,30.34817903,0.072391332,1,1.354471448
21.15007227,35.66867134,40.98484928,16.92230047,32.66667287,0.460764636,1,3
24.9005385,35.60493643,41.64406825,32.31094093,39.92915603,0.482109201,3,3
16.40084015,35.10860076,33.05651011,42.7913617,41.25726278,0.268724455,3,3
20.18329652,47.40505227,43.18155814,31.65053228,17.60433104,0.566699286,1,3
23.77373072,42.03893881,21.61844415,24.16078135,29.3583528,0.833964146,3,3
22.40768618,6.888772681,22.83064481,24.36786854,10.55857724,0.293962181,1,1.059238986
21.97015741,26.19872828,34.91970575,21.68280231,42.89068259,0.070404938,3,3
22.02484084,22.90788753,28.85164654,27.19516003,43.04515722,0.632283701,3,2.664416854
18.59491151,18.95662495,31.60562915,53.58373878,18.47775735,0.751745129,3,2.037473514
17.93591844,25.31015263,28.20198045,35.26122752,12.22790933,0.95452301,0,2.641207498
23.09361155,22.28873832,30.11813279,22.0119364,8.154130019,0.159524647,1,2.932929904
23.10113395,24.45502549,40.56615868,29.22633585,30.87393989,0.901359866,0,3
23.67072319,49.06678395,34.836905,15.2915206,9.114264518,0.482123477,3,3
24.13240553,8.988483864,44.93361373,55.20178699,35.62676801,0.235758237,3,1.726738522
20.11342399,46.50038914,39.67197995,30.4098916,35.51568805,0.96274847,1,3
20.01516295,26.61065211,26.84165635,59.01956023,32.62943332,0.238429271,2,2.846376851
22.98295179,33.06840105,26.60862794,27.37693866,44.44522258,0.733444186,1,3
21.49963931,42.3582335,28.39745675,51.81780236,22.02263117,0.784886778,2,3
22.01966877,21.22083631,41.08148702,22.81926566,45.60213122,0.430519052,3,3
22.95792669,24.36898586,20.68219127,13.80764467,6.661641598,0.689984845,0,2.643236093
23.90005342,23.42833161,25.75453197,11.58666808,10.07406446,0.572477075,1,2.799212342
18.37995157,21.86289601,42.62296051,40.30842133,23.54925031,0.192032752,2,3
18.75582953,46.64881947,35.9974109,25.57868358,31.72968584,0.759887882,2,3
15.9398194,42.3018451,25.67117739,32.17599402,6.456903649,0.928016145,2,3
20.78280141,9.904999544,25.47862421,50.93235178,30.53455121,0.488638055,1,1.086144883
15.35942274,9.865550861,41.56545254,22.40540428,18.83292424,0.994310254,1,1.650861001
19.65598018,24.25412817,42.34393771,25.43262384,44.92160635,0.427965314,2,3
20.42644635,9.439581953,26.40327727,52.26680925,28.99780663,0.479736576,0,1.061531057
17.86541252,32.85918929,30.51275895,34.63811367,31.45522587,0.673897514,2,3
20.90833261,11.46612233,40.86489347,51.38325835,47.5529815,0.185770144,0,1.902057693
15.3050025,28.50679688,39.27518597,28.72380017,39.3876962,0.90194601,1,3
15.37348189,5.324897615,40.34790266,29.91849904,24.72229698,0.801272797,1,1.177598461
23.22600561,19.24683568,32.95995477,18.35691809,26.45958267,0.872417286,1,2.403570903
18.60190641,35.47358257,42.78872621,55.81729268,34.15657409,0.60955858,3,3
16.27060513,26.78175231,28.1487886,54.8391847,14.00896475,0.883747961,0,2.626202357
20.2224326,49.02212687,23.91680336,59.21085073,8.989287822,0.679972487,3,3
22.69993553,44.33467082,37.71830831,30.12235636,19.00564322,0.5115609,1,3
17.15821027,21.15818506,33.4838604,50.93074709,40.02722591,0.931790804,2,2.256744313
21.22890476,7.046894366,41.36464422,30.74768658,16.57957094,0.439719769,2,1.55617416
15.85347465,43.05318351,22.02898123,32.71493945,10.88416402,0.500569855,3,3
15.51681721,46.00554396,41.09231009,51.49996968,14.85601693,0.169543731,2,3
20.31354632,41.9282327,27.33236633,18.86833854,35.55378104,0.94765901,1,3
20.40635122,10.75774734,36.37139168,21.01554672,32.62766255,0.221052808,3,1.967472585
21.37429901,49.90618105,21.00321973,25.73641202,35.97417488,0.201415924,2,3
22.26091334,16.63628997,35.23953241,49.40895163,19.48811552,0.101194604,3,2.293593259
24.75852079,37.58922108,37.93179223,28.63257747,45.53852571,0.453359451,0,3
20.16300348,45.86156944,29.21875536,27.90841041,25.32966608,0.27361455,3,3
18.22956473,15.60592014,25.38526763,59.94081726,28.11708644,0.740781001,0,1.436968929
22.95186195,45.87163496,33.44076692,29.19030715,47.69635892,0.30752162,0,3
17.70832251,18.92667106,40.82977011,22.38852682,49.06747706,0.720770262,0,2.669389044
19.38971421,48.93859501,28.08868396,41.16068391,34.76942267,0.195961083,2,3
15.78456381,17.65670092,26.31173244,50.0939976,47.51659367,0.229965843,0,2.026804942
15.25350743,47.90461211,26.97338272,13.48039169,29.36783239,0.80617416,2,3
24.62648415,7.40950929,43.72830382,40.94461156,18.82773255,0.371093552,1,1.603568165
23.35980121,36.91724053,28.98192289,11.78677279,19.17917852,0.111773976,2,3
21.95974206,28.94500102,20.090106,36.31661755,30.15232654,0.961403805,3,2.720302224
19.08952944,26.50446847,39.5420302,22.84957819,32.22662543,0.177392156,2,3
16.7329432,15.05724414,37.48186988,25.33208488,24.78276815,0.150197119,2,2.426700669
16.56437043,36.75181054,23.21420662,33.3547982,44.76971676,0.358382063,2,3
17.50242898,13.58642712,44.62260623,56.35537304,24.20132534,0.095633769,1,2.234692304
20.49226665,29.87788082,35.20155713,45.53336533,17.30406411,0.155616376,2,3
22.14595923,16.39604134,32.51948727,56.84227981,5.359184525,0.846444598,3,1.731941946
21.60197377,48.00296209,29.55548169,42.99855023,48.67561752,0.171506856,3,3
17.79933897,6.288403723,42.46681889,10.35538735,42.09409774,0.111426814,0,1.885133722
24.54865281,13.98777261,26.09908704,23.27925987,32.70018131,0.879957537,2,1.595975461
22.37896917,15.90397729,27.14422251,55.28862889,42.37440143,0.443796508,1,1.720420603
20.54354053,23.63305216,23.06027017,42.17227605,41.46301536,0.157162941,0,2.631676657
21.11720746,15.47286088,38.97797739,59.08236183,46.93328511,0.581517431,3,1.964969668
19.19600062,27.11070906,34.88873201,17.79820096,22.37304575,0.04150584,0,3
17.4773099,44.26094855,35.22665423,24.83739166,29.96835089,0.427382555,1,3
18.55972679,37.04285396,25.46176078,28.11838298,9.438261067,0.590313826,3,3
22.5784611,31.09828912,36.27920973,26.32789091,48.43919416,0.95712003,3,3
15.14393489,9.005143009,39.13646118,22.59957651,49.33071812,0.326464764,2,1.81583486
16.16072641,36.22964488,28.94721327,32.17328579,40.50879116,0.765051097,3,3
